epoch,train_loss,train_f1,val_loss,val_f1,val_recall,val_roc_auc
1,1.5187385082244873,0.06910122113548238,0.7118639945983887,0.07448159119763013,0.12021857923497267,0.5444384572340469
2,1.5158636569976807,0.06910322076569146,0.7112951278686523,0.07448159119763013,0.12021857923497267,0.5445616843865067
3,1.5121524333953857,0.0691072203733179,0.7109585404396057,0.07448159119763013,0.12021857923497267,0.5444634998929211
4,1.5048829317092896,0.0691102203828845,0.7105960249900818,0.07448159119763013,0.12021857923497267,0.5445628933424523
5,1.4980252981185913,0.06916626841030542,0.710249662399292,0.0745446844557391,0.12021857923497267,0.5448302453144321
6,1.4983197450637817,0.06916727009413469,0.7099485397338867,0.07467119219346627,0.12021857923497267,0.5449458733152336
7,1.4940836429595947,0.06916927354883559,0.7097068428993225,0.07467119219346627,0.12021857923497267,0.5452079576934502
8,1.4868881702423096,0.06850970287228311,0.7094741463661194,0.07251566696508506,0.11065573770491803,0.5458359239532169
9,1.4805939197540283,0.06851070024748872,0.7092406749725342,0.07251566696508506,0.11065573770491803,0.5461396309575622
10,1.4805266857147217,0.06851070024748872,0.7090258002281189,0.07251566696508506,0.11065573770491803,0.5465799499837655
11,1.4810748100280762,0.06854598110983366,0.7088159322738647,0.07251566696508506,0.11065573770491803,0.5528353471085228
12,1.4747095108032227,0.06854598110983366,0.708587110042572,0.07251566696508506,0.11065573770491803,0.5557844224299323
13,1.4693626165390015,0.06854697869367796,0.7083122134208679,0.07251566696508506,0.11065573770491803,0.5569666949907773
14,1.4622728824615479,0.06854697869367796,0.7080154418945312,0.07251566696508506,0.11065573770491803,0.5525615185868341
15,1.4631590843200684,0.06854697869367796,0.7077212333679199,0.07251566696508506,0.11065573770491803,0.5527678182835589
16,1.4603826999664307,0.06854697869367796,0.7074182033538818,0.07251566696508506,0.11065573770491803,0.5529337043101006
17,1.4576923847198486,0.06854797630655936,0.7071007490158081,0.07251566696508506,0.11065573770491803,0.5534070105628207
18,1.4519433975219727,0.06854797630655936,0.7067559957504272,0.07251566696508506,0.11065573770491803,0.5538481067749891
19,1.4534680843353271,0.06854697869367796,0.7064121961593628,0.07251566696508506,0.11065573770491803,0.5542729684358872
20,1.445525884628296,0.06854697869367796,0.7060738801956177,0.07251566696508506,0.11065573770491803,0.5545626860928616
21,1.4408986568450928,0.06854697869367796,0.7057198882102966,0.07251566696508506,0.11065573770491803,0.5553175063729249
22,1.4396450519561768,0.06854598110983366,0.70534348487854,0.07251566696508506,0.11065573770491803,0.5648185184417593
23,1.4358481168746948,0.06854598110983366,0.7049773931503296,0.07251566696508506,0.11065573770491803,0.5656148749939552
24,1.4335265159606934,0.06854598110983366,0.7046024799346924,0.07251566696508506,0.11065573770491803,0.5653533950937113
25,1.4323582649230957,0.06854498355502517,0.7042386531829834,0.07251566696508506,0.11065573770491803,0.5699159084785808
26,1.4294276237487793,0.06854498355502517,0.7038882970809937,0.07251566696508506,0.11065573770491803,0.5731217142304477
