epoch,train_loss,train_f1,val_loss,val_f1,val_recall,val_roc_auc
1,2.2787580490112305,0.06910122113548238,0.7118639945983887,0.07448159119763013,0.12021857923497267,0.5444384572340469
2,2.2754249572753906,0.06910522051163329,0.7115352749824524,0.07451312447078746,0.12021857923497267,0.5445698016621418
3,2.266944408416748,0.06910822034756689,0.7111014723777771,0.07451312447078746,0.12021857923497267,0.5444249860106526
4,2.2557499408721924,0.0691102203828845,0.7106611728668213,0.07448159119763013,0.12021857923497267,0.5445754146718893
5,2.2497880458831787,0.06916626841030542,0.7101649641990662,0.0745446844557391,0.12021857923497267,0.5448234233487389
6,2.2388925552368164,0.06916626841030542,0.7096710801124573,0.0745446844557391,0.12021857923497267,0.545257006763245
7,2.2358672618865967,0.06916727009413469,0.7092101573944092,0.07460788469690546,0.12021857923497267,0.5461693367322266
8,2.229875087738037,0.06920014477017734,0.7088348865509033,0.07467119219346627,0.12021857923497267,0.5470752765054956
9,2.2263383865356445,0.06854298853251063,0.7085461020469666,0.07251566696508506,0.11065573770491803,0.5476000497399016
10,2.2195053100585938,0.06854498355502517,0.7083135843276978,0.07251566696508506,0.11065573770491803,0.5485390630936836
11,2.2138497829437256,0.06854498355502517,0.7081026434898376,0.07251566696508506,0.11065573770491803,0.5548941990839568
12,2.2093491554260254,0.06854498355502517,0.7078582048416138,0.07251566696508506,0.11065573770491803,0.5576410333464591
13,2.202993869781494,0.06854797630655936,0.7075987458229065,0.07251566696508506,0.11065573770491803,0.558072976035039
14,2.1970930099487305,0.06854897394847911,0.7073378562927246,0.07251566696508506,0.11065573770491803,0.553795085421373
15,2.1991453170776367,0.06854897394847911,0.707079291343689,0.07251566696508506,0.11065573770491803,0.5541527636732918
16,2.187603235244751,0.06854797630655936,0.7068372368812561,0.07251566696508506,0.11065573770491803,0.5542022445130671
17,2.179448127746582,0.06854797630655936,0.7065298557281494,0.07251566696508506,0.11065573770491803,0.5547101787182304
18,2.1734607219696045,0.06854797630655936,0.7061991691589355,0.07251566696508506,0.11065573770491803,0.5552170766754402
19,2.1717121601104736,0.06854797630655936,0.7058510184288025,0.07251566696508506,0.11065573770491803,0.5554766567877695
20,2.1624929904937744,0.06854598110983366,0.7055044770240784,0.07251566696508506,0.11065573770491803,0.5558279448439755
21,2.163318634033203,0.06854598110983366,0.7051515579223633,0.07251566696508506,0.11065573770491803,0.556471195761055
22,2.1575822830200195,0.06854598110983366,0.7047939300537109,0.07251566696508506,0.11065573770491803,0.5571260181136142
23,2.1570565700531006,0.06854598110983366,0.7044435143470764,0.07251566696508506,0.11065573770491803,0.567037988849972
24,2.1482620239257812,0.06854598110983366,0.7040789127349854,0.07251566696508506,0.11065573770491803,0.5644362293009471
25,2.1435370445251465,0.06854298853251063,0.703726053237915,0.07251566696508506,0.11065573770491803,0.5690398471879684
26,2.1407246589660645,0.0685399962164758,0.7033609747886658,0.07251566696508506,0.11065573770491803,0.5741088267600671
27,2.1354589462280273,0.06732441797358789,0.702995777130127,0.07279999999999999,0.12431693989071038,0.5798416958543173
28,2.1345863342285156,0.06732348111658457,0.7026407718658447,0.07279999999999999,0.12431693989071038,0.5855978805275194
